# CDD238650:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340894:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341020:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341015:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD238052:  DirectHits:  26    Rescued Proteins:  3    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD427161:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341016:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340883:  DirectHits:  20    Rescued Proteins:  9    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340960:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341017:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD273279:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD349949:  DirectHits:  28    Rescued Proteins:  1    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340963:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341021:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340962:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD429598:  DirectHits:  27    Rescued Proteins:  2    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD400135:  DirectHits:  26    Rescued Proteins:  3    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340959:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341018:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340961:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD341019:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
# CDD340958:  DirectHits:  29    Rescued Proteins:  0    Prots with Domain in 2.A.60:  29 (100.0% from a total of 29)
1	2.A.60.1.1-P46720:670	CDD238650|436-488:5.34e-22|DirectHit	CDD340894|19-537:3.17e-138|DirectHit	CDD341020|39-537:9.38e-72|DirectHit	CDD341015|19-537:4.66e-171|DirectHit	CDD427161|21-597:0.0|DirectHit	CDD341016|18-538:0.0|DirectHit	CDD341017|19-538:0.0|DirectHit	CDD340960|19-537:4.75e-91|DirectHit	CDD273279|1-625:0.0|DirectHit	CDD340963|48-488:9.34e-35|DirectHit	CDD341021|40-537:1.78e-67|DirectHit	CDD340962|20-537:1.45e-100|DirectHit	CDD341018|19-537:3.74e-102|DirectHit	CDD340959|19-537:2.22e-98|DirectHit	CDD340961|41-537:9.28e-91|DirectHit	CDD340958|19-537:0.0|DirectHit	CDD341019|19-537:2.22e-116|DirectHit	CDD349949|26-403:5.37e-27|DirectHit	CDD429598|22-402:1.37e-12|DirectHit	CDD238052|445-486:9.76e-07|DirectHit	CDD400135|440-486:2.00e-12|DirectHit	CDD340883|166-402:3.71e-05|DirectHit
2	2.A.60.1.2-Q00910:643	CDD238650|442-496:1.52e-21|DirectHit	CDD340894|31-541:3.82e-125|DirectHit	CDD341020|33-530:2.35e-63|DirectHit	CDD341015|31-495:2.32e-91|DirectHit	CDD427161|33-601:0.0|DirectHit	CDD341016|31-541:4.10e-107|DirectHit	CDD341017|31-541:1.47e-105|DirectHit	CDD340960|31-541:1.61e-92|DirectHit	CDD273279|1-629:0.0|DirectHit	CDD340963|31-503:7.64e-33|DirectHit	CDD341021|55-495:6.01e-68|DirectHit	CDD340962|32-541:1.01e-92|DirectHit	CDD341018|31-541:2.58e-168|DirectHit	CDD340959|31-541:0.0|DirectHit	CDD340961|54-496:7.53e-87|DirectHit	CDD340958|31-504:7.54e-89|DirectHit	CDD341019|30-541:0.0|DirectHit	CDD349949|34-425:2.42e-12|DirectHit	CDD429598|170-417:1.05e-06|DirectHit	CDD238052|450-494:8.74e-08|DirectHit	CDD400135|447-494:1.14e-10|DirectHit	CDD340883|170-417:5.91e-08|DirectHit
3	2.A.60.1.3-O88397:670	CDD238650|436-487:2.56e-23|DirectHit	CDD340894|19-537:2.28e-145|DirectHit	CDD341020|39-529:1.03e-73|DirectHit	CDD341015|19-537:0.0|DirectHit	CDD427161|21-597:0.0|DirectHit	CDD341016|18-538:0.0|DirectHit	CDD341017|19-538:0.0|DirectHit	CDD340960|19-537:1.24e-97|DirectHit	CDD273279|1-625:0.0|DirectHit	CDD340963|48-488:5.37e-36|DirectHit	CDD341021|23-537:5.68e-70|DirectHit	CDD340962|20-537:2.59e-98|DirectHit	CDD341018|19-537:1.97e-102|DirectHit	CDD340959|19-537:6.93e-96|DirectHit	CDD340961|19-537:3.49e-97|DirectHit	CDD340958|19-537:0.0|DirectHit	CDD341019|19-537:2.13e-110|DirectHit	CDD349949|29-404:1.91e-28|DirectHit	CDD429598|36-394:4.51e-14|DirectHit	CDD238052|445-486:8.27e-07|DirectHit	CDD400135|443-486:1.68e-11|DirectHit	CDD340883|158-364:7.15e-08|DirectHit
4	2.A.60.1.4-P70502:670	CDD238650|436-488:5.56e-22|DirectHit	CDD340894|19-537:1.27e-125|DirectHit	CDD341020|39-537:4.11e-67|DirectHit	CDD341015|19-537:1.52e-158|DirectHit	CDD427161|21-597:0.0|DirectHit	CDD341016|18-538:0.0|DirectHit	CDD341017|19-538:0.0|DirectHit	CDD340960|19-537:1.05e-82|DirectHit	CDD273279|1-625:0.0|DirectHit	CDD340963|48-537:1.71e-31|DirectHit	CDD341021|44-537:1.38e-61|DirectHit	CDD340962|20-537:9.81e-79|DirectHit	CDD341018|19-537:8.97e-89|DirectHit	CDD340959|19-537:4.00e-82|DirectHit	CDD340961|39-537:1.97e-88|DirectHit	CDD340958|19-537:0.0|DirectHit	CDD341019|19-537:2.88e-100|DirectHit	CDD349949|26-403:5.13e-19|DirectHit	CDD429598|22-394:5.48e-13|DirectHit	CDD238052|447-486:4.68e-08|DirectHit	CDD400135|440-486:1.95e-11|DirectHit	CDD340883|34-380:3.03e-07|DirectHit
5	2.A.60.1.5-Q9Y6L6:691	CDD238650|455-508:2.08e-26|DirectHit	CDD340894|27-560:1.19e-122|DirectHit	CDD341020|52-550:3.17e-73|DirectHit	CDD341015|27-561:0.0|DirectHit	CDD427161|29-621:0.0|DirectHit	CDD341016|27-561:0.0|DirectHit	CDD341017|27-561:0.0|DirectHit	CDD340960|27-561:2.39e-94|DirectHit	CDD273279|1-649:0.0|DirectHit	CDD340963|51-561:4.60e-37|DirectHit	CDD341021|51-540:1.07e-72|DirectHit	CDD340962|28-567:1.80e-91|DirectHit	CDD341018|27-561:1.81e-100|DirectHit	CDD340959|27-561:2.15e-87|DirectHit	CDD340961|28-557:3.47e-103|DirectHit	CDD340958|27-561:0.0|DirectHit	CDD341019|27-525:8.15e-105|DirectHit	CDD349949|34-430:3.96e-16|DirectHit	CDD429598|29-438:1.31e-10|DirectHit	CDD238052|465-506:2.66e-11|DirectHit	CDD400135|460-506:1.14e-16|DirectHit	CDD340883|179-430:2.71e-08|DirectHit
6	2.A.60.1.6-Q9EP96:670	CDD238650|436-488:8.36e-22|DirectHit	CDD340894|19-537:7.94e-138|DirectHit	CDD341020|39-537:4.24e-67|DirectHit	CDD341015|19-537:1.89e-172|DirectHit	CDD427161|22-597:0.0|DirectHit	CDD341016|18-538:0.0|DirectHit	CDD341017|19-538:0.0|DirectHit	CDD340960|19-537:1.61e-90|DirectHit	CDD273279|1-625:0.0|DirectHit	CDD340963|48-501:1.44e-34|DirectHit	CDD341021|23-537:1.02e-68|DirectHit	CDD340962|20-537:2.53e-91|DirectHit	CDD341018|19-537:7.07e-97|DirectHit	CDD340959|19-537:2.04e-92|DirectHit	CDD340961|41-537:6.31e-92|DirectHit	CDD340958|19-537:0.0|DirectHit	CDD341019|19-537:3.61e-107|DirectHit	CDD349949|26-395:9.97e-27|DirectHit	CDD429598|22-405:2.18e-14|DirectHit	CDD238052|447-486:2.60e-07|DirectHit	CDD400135|440-486:3.97e-11|DirectHit	CDD340883|49-395:1.14e-08|DirectHit
7	2.A.60.1.7-Q9JHI3:682	CDD238650|473-530:9.79e-16|DirectHit	CDD340894|40-576:9.29e-119|DirectHit	CDD341020|33-576:1.14e-63|DirectHit	CDD341015|40-576:1.69e-77|DirectHit	CDD427161|42-635:0.0|DirectHit	CDD341016|40-576:2.10e-92|DirectHit	CDD341017|40-576:1.05e-91|DirectHit	CDD340960|40-576:6.45e-86|DirectHit	CDD273279|32-662:2.46e-159|DirectHit	CDD340963|40-576:1.42e-27|DirectHit	CDD341021|41-576:4.34e-59|DirectHit	CDD340962|41-576:1.44e-88|DirectHit	CDD341018|40-576:0.0|DirectHit	CDD340959|40-576:0.0|DirectHit	CDD340961|40-576:2.15e-89|DirectHit	CDD340958|40-576:2.55e-76|DirectHit	CDD341019|39-576:1.05e-167|DirectHit	CDD349949|48-409:9.45e-09|DirectHit	CDD429598|43-296:6.53e-05|DirectHit	CDD238052|481-529:1.6e-19|Rescued1	CDD400135|480-529:2.65e-04|DirectHit	CDD340883|45-453:2.8e-50|Rescued1
8	2.A.60.1.8-Q9QZX8:652	CDD238650|417-472:6.68e-24|DirectHit	CDD340894|28-518:1.38e-115|DirectHit	CDD341020|26-518:9.63e-63|DirectHit	CDD341015|28-520:0.0|DirectHit	CDD427161|30-580:0.0|DirectHit	CDD341016|28-521:3.11e-163|DirectHit	CDD341017|27-518:2.67e-180|DirectHit	CDD340960|28-520:2.47e-80|DirectHit	CDD273279|28-607:2.55e-178|DirectHit	CDD340963|25-520:5.13e-27|DirectHit	CDD341021|51-511:5.45e-58|DirectHit	CDD340962|28-520:3.63e-84|DirectHit	CDD341018|48-518:3.51e-93|DirectHit	CDD340959|28-518:1.88e-83|DirectHit	CDD340961|27-518:2.73e-89|DirectHit	CDD340958|28-520:1.42e-172|DirectHit	CDD341019|28-485:1.72e-97|DirectHit	CDD349949|34-398:1.46e-15|DirectHit	CDD429598|29-398:5.97e-09|DirectHit	CDD238052|427-470:4.34e-09|DirectHit	CDD400135|422-470:1.30e-13|DirectHit	CDD340883|176-395:3.99e-04|DirectHit
9	2.A.60.1.9-Q96BD0:722	CDD238650|500-555:1.63e-22|DirectHit	CDD340894|102-604:1.04e-121|DirectHit	CDD341020|102-604:0.0|DirectHit	CDD341015|128-577:1.33e-61|DirectHit	CDD427161|106-663:0.0|DirectHit	CDD341016|105-570:1.35e-71|DirectHit	CDD341017|105-576:2.39e-74|DirectHit	CDD340960|110-575:7.01e-76|DirectHit	CDD273279|80-690:1.27e-145|DirectHit	CDD340963|103-604:2.97e-67|DirectHit	CDD341021|102-604:6.16e-125|DirectHit	CDD340962|103-604:1.04e-108|DirectHit	CDD341018|105-574:4.73e-85|DirectHit	CDD340959|106-574:1.14e-66|DirectHit	CDD340961|102-604:0.0|DirectHit	CDD340958|108-578:4.01e-57|DirectHit	CDD341019|106-574:8.88e-78|DirectHit	CDD349949|109-494:3.48e-09|DirectHit	CDD429598|109-474:1.40e-04|DirectHit	CDD238052|512-553:2.45e-09|DirectHit	CDD400135|505-553:1.02e-11|DirectHit	CDD340883|109-432:3.51e-10|DirectHit
10	2.A.60.1.10-Q9EPZ7:716	CDD238650|476-529:4.55e-23|DirectHit	CDD340894|42-582:2.08e-127|DirectHit	CDD341020|44-582:3.62e-73|DirectHit	CDD341015|42-582:0.0|DirectHit	CDD427161|44-642:0.0|DirectHit	CDD341016|41-583:0.0|DirectHit	CDD341017|42-583:0.0|DirectHit	CDD340960|42-582:9.69e-92|DirectHit	CDD273279|40-670:0.0|DirectHit	CDD340963|66-582:1.77e-33|DirectHit	CDD341021|61-582:1.73e-67|DirectHit	CDD340962|43-582:2.67e-99|DirectHit	CDD341018|42-582:2.82e-106|DirectHit	CDD340959|42-582:1.05e-94|DirectHit	CDD340961|43-582:1.75e-88|DirectHit	CDD340958|42-582:0.0|DirectHit	CDD341019|42-582:5.73e-107|DirectHit	CDD349949|49-450:1.11e-13|DirectHit	CDD429598|49-459:5.36e-08|DirectHit	CDD238052|486-527:2.17e-08|DirectHit	CDD400135|481-527:4.85e-12|DirectHit	CDD340883|190-448:3.49e-05|DirectHit
