# CDD239796:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD214576:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD239805:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD238124:  DirectHits:  3    Rescued Proteins:  1    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD425668:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD239806:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
# CDD239804:  DirectHits:  4    Rescued Proteins:  0    Prots with Domain in 8.B.14:  4 (36.4% from a total of 11)
1	8.B.14.1.1-P29186:37	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
2	8.B.14.1.2-P29187:35	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
3	8.B.14.1.3-P81897:36	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
4	8.B.14.1.4-U1M815:99	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
5	8.B.14.1.5-W2SYT5:106	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
6	8.B.14.1.6-O16846:74	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
7	8.B.14.2.1-O88676:391	CDD239806|115-255:1.93e-04|DirectHit	CDD425668|88-255:3.14e-47|DirectHit	CDD239804|106-226:4.66e-07|DirectHit	CDD214576|85-255:9.57e-28|DirectHit	CDD239796|108-225:8.17e-08|DirectHit	CDD239805|88-255:2.09e-65|DirectHit	CDD238124|117-224:5.50e-06|DirectHit
8	8.B.14.2.2-O75900:390	CDD239806|113-254:3.01e-04|DirectHit	CDD425668|87-254:9.30e-46|DirectHit	CDD239804|109-223:4.59e-08|DirectHit	CDD214576|84-254:6.64e-28|DirectHit	CDD239796|91-240:1.12e-10|DirectHit	CDD239805|87-254:7.85e-68|DirectHit	CDD238124|93-223:5.35e-07|DirectHit
9	8.B.14.2.3-P50281:582	CDD239806|124-284:2.27e-18|DirectHit	CDD425668|118-284:4.94e-90|DirectHit	CDD239804|139-284:2.04e-16|DirectHit	CDD214576|117-284:5.18e-35|DirectHit	CDD239796|122-256:1.36e-09|DirectHit	CDD239805|118-284:1.24e-81|DirectHit	CDD238124|141-283:2.00e-12|DirectHit
10	8.B.14.2.4-D0EM77:472	CDD239806|44-197:1.73e-13|DirectHit	CDD425668|41-197:1.20e-66|DirectHit	CDD239804|45-166:1.21e-13|DirectHit	CDD214576|41-197:2.86e-25|DirectHit	CDD239796|44-181:4.35e-04|DirectHit	CDD239805|41-197:3.50e-68|DirectHit	CDD238124|58-196:1.7e-21|Rescued1
11	8.B.14.2.5-P04004:478	CDD239806|Nohit	CDD425668|Nohit	CDD239804|Nohit	CDD214576|Nohit	CDD239796|Nohit	CDD239805|Nohit	CDD238124|Nohit
