# CDD273425:  DirectHits:  13    Rescued Proteins:  2    Prots with Domain in 1.C.113:  15 (100.0% from a total of 15)
# CDD224191:  DirectHits:  14    Rescued Proteins:  1    Prots with Domain in 1.C.113:  15 (100.0% from a total of 15)
# CDD185044:  DirectHits:  11    Rescued Proteins:  4    Prots with Domain in 1.C.113:  15 (100.0% from a total of 15)
# CDD427098:  DirectHits:  15    Rescued Proteins:  0    Prots with Domain in 1.C.113:  15 (100.0% from a total of 15)
1	1.C.113.1.1-P54176:219	CDD427098|14-207:2.03e-37|DirectHit	CDD224191|13-217:1.31e-67|DirectHit	CDD273425|14-214:1.25e-78|DirectHit	CDD185044|1-216:1.50e-68|DirectHit
2	1.C.113.1.2-W5SJL7:229	CDD427098|18-218:4.47e-35|DirectHit	CDD224191|16-228:1.10e-46|DirectHit	CDD273425|18-225:9.48e-56|DirectHit	CDD185044|58-228:2.39e-26|DirectHit
3	1.C.113.1.3-A4VGV1:205	CDD427098|2-197:7.84e-38|DirectHit	CDD224191|1-205:1.46e-68|DirectHit	CDD273425|4-204:6.26e-58|DirectHit	CDD185044|5-204:1.94e-42|DirectHit
4	1.C.113.1.4-Q5SI73:205	CDD427098|1-197:5.34e-34|DirectHit	CDD224191|4-204:1.95e-45|DirectHit	CDD273425|3-201:2.83e-40|DirectHit	CDD185044|40-200:8.25e-26|DirectHit
5	1.C.113.1.5-M2WR23:407	CDD427098|193-386:5.29e-25|DirectHit	CDD224191|193-386:1.43e-36|DirectHit	CDD273425|193-387:1.38e-39|DirectHit	CDD185044|190-386:2.84e-22|DirectHit
6	1.C.113.1.6-H2HWQ5:262	CDD427098|55-250:2.65e-30|DirectHit	CDD224191|41-260:2.56e-46|DirectHit	CDD273425|51-257:1.51e-42|DirectHit	CDD185044|84-259:2.03e-10|DirectHit
7	1.C.113.1.7-W7FB61:282	CDD427098|70-270:3.23e-17|DirectHit	CDD224191|60-273:3.89e-17|DirectHit	CDD273425|73-275:3.8e-10|Rescued1	CDD185044|76-278:5.6e-10|Rescued1
8	1.C.113.1.8-K4E118:340	CDD427098|87-323:3.24e-51|DirectHit	CDD224191|63-324:5.62e-31|DirectHit	CDD273425|89-324:4.46e-12|DirectHit	CDD185044|145-330:8.72e-05|DirectHit
9	1.C.113.1.9-Q96A54:375	CDD427098|129-352:7.28e-86|DirectHit	CDD224191|105-355:3.20e-31|DirectHit	CDD273425|134-355:2.34e-11|DirectHit	CDD185044|126-358:1.9e-21|Rescued1
10	1.C.113.1.10-P67153:219	CDD427098|11-209:9.96e-31|DirectHit	CDD224191|1-219:8.93e-74|DirectHit	CDD273425|15-216:6.17e-74|DirectHit	CDD185044|1-219:4.93e-132|DirectHit
11	1.C.113.1.11-Q86V24:386	CDD427098|140-363:1.04e-95|DirectHit	CDD224191|116-366:5.89e-39|DirectHit	CDD273425|145-363:9.21e-13|DirectHit	CDD185044|137-369:1e-19|Rescued1
12	1.C.113.1.12-Q8TEZ7:354	CDD427098|70-297:6.80e-58|DirectHit	CDD224191|50-302:4.2e-13|Rescued1	CDD273425|74-302:9.4e-11|Rescued1	CDD185044|75-302:5.5e-06|Rescued1
13	1.C.113.2.1-Q15546:238	CDD427098|31-220:2.34e-14|DirectHit	CDD224191|8-229:3.57e-28|DirectHit	CDD273425|27-227:9.71e-73|DirectHit	CDD185044|27-231:1.83e-28|DirectHit
14	1.C.113.2.2-B0XDW7:363	CDD427098|157-348:8.38e-21|DirectHit	CDD224191|153-358:1.60e-31|DirectHit	CDD273425|153-355:5.57e-55|DirectHit	CDD185044|153-358:2.23e-25|DirectHit
15	1.C.113.2.3-Q8IY49:270	CDD427098|41-251:1.42e-12|DirectHit	CDD224191|37-260:2.59e-26|DirectHit	CDD273425|34-258:6.72e-57|DirectHit	CDD185044|34-258:5.16e-23|DirectHit
