# CDD425738:  DirectHits:  20    Rescued Proteins:  10    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133061:  DirectHits:  16    Rescued Proteins:  14    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD132997:  DirectHits:  18    Rescued Proteins:  12    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133045:  DirectHits:  25    Rescued Proteins:  5    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD224137:  DirectHits:  15    Rescued Proteins:  15    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD433365:  DirectHits:  15    Rescued Proteins:  12    Prots with Domain in 4.D.1:  27 (90.0% from a total of 30)
# CDD133056:  DirectHits:  16    Rescued Proteins:  14    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD224136:  DirectHits:  26    Rescued Proteins:  4    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD433372:  DirectHits:  20    Rescued Proteins:  10    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133035:  DirectHits:  15    Rescued Proteins:  15    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
1	4.D.1.1.1-Q52257:459	CDD224136|3-414:1.56e-34|DirectHit	CDD133045|57-244:1.83e-38|DirectHit	CDD433372|54-287:5.39e-15|DirectHit	CDD425738|57-220:9.62e-10|DirectHit	CDD132997|57-177:9.24e-12|DirectHit	CDD133061|39-164:4.21e-12|DirectHit	CDD133056|57-290:7.5e-12|Rescued1	CDD133035|57-287:2.20e-11|DirectHit	CDD224137|57-341:3.57e-04|DirectHit	CDD433365|146-337:7.09e-11|DirectHit
2	4.D.1.1.2-Q54066:412	CDD224136|4-405:5.75e-72|DirectHit	CDD133045|52-227:1.23e-69|DirectHit	CDD433372|49-270:9.17e-21|DirectHit	CDD425738|50-215:3.15e-34|DirectHit	CDD132997|55-165:1.07e-26|DirectHit	CDD133061|49-271:3.36e-37|DirectHit	CDD133056|49-271:2.80e-20|DirectHit	CDD133035|52-270:1.26e-24|DirectHit	CDD224137|49-250:1.86e-18|DirectHit	CDD433365|129-311:4.45e-19|DirectHit
3	4.D.1.1.3-P75905:441	CDD224136|31-441:6.15e-80|DirectHit	CDD133045|79-256:2.63e-67|DirectHit	CDD433372|75-299:5.01e-33|DirectHit	CDD425738|78-244:3.07e-42|DirectHit	CDD132997|79-194:9.19e-32|DirectHit	CDD133061|60-300:4.53e-39|DirectHit	CDD133056|76-300:6.77e-24|DirectHit	CDD133035|79-299:4.44e-28|DirectHit	CDD224137|74-342:8.24e-20|DirectHit	CDD433365|158-342:4.77e-21|DirectHit
4	4.D.1.1.4-P0C0H0:419	CDD224136|7-419:4.86e-54|DirectHit	CDD133045|69-238:3.92e-48|DirectHit	CDD433372|66-298:7.05e-22|DirectHit	CDD425738|69-237:7.56e-26|DirectHit	CDD132997|68-185:2.89e-19|DirectHit	CDD133061|43-239:4.67e-20|DirectHit	CDD133056|66-305:3.59e-47|DirectHit	CDD133035|69-181:1.80e-12|DirectHit	CDD224137|65-237:6.94e-08|DirectHit	CDD433365|150-365:5.1e-88|Rescued1
5	4.D.1.1.5-O50201:417	CDD224136|15-405:1.61e-47|DirectHit	CDD133045|70-239:6.54e-49|DirectHit	CDD433372|67-299:4.10e-18|DirectHit	CDD425738|70-238:1.00e-26|DirectHit	CDD132997|69-190:1.03e-22|DirectHit	CDD133061|40-240:9.59e-21|DirectHit	CDD133056|67-306:1.45e-46|DirectHit	CDD133035|70-181:1.10e-10|DirectHit	CDD224137|66-238:3.28e-09|DirectHit	CDD433365|154-364:1.55e-04|DirectHit
6	4.D.1.1.6-A7BVJ0:354	CDD224136|1-340:1.23e-11|DirectHit	CDD133045|59-232:2.4e-06|Rescued1	CDD433372|41-274:4e-11|Rescued1	CDD425738|59-221:0.00013|Rescued1	CDD132997|62-245:4.9e-06|Rescued2	CDD133061|21-275:9.9e-12|Rescued1	CDD133056|59-278:3.2e-12|Rescued1	CDD133035|41-274:1.2e-09|Rescued1	CDD224137|41-327:4.4e-12|Rescued1	CDD433365|134-326:4.29e-10|DirectHit
7	4.D.1.1.7-O67594:882	CDD224136|49-457:1.06e-19|DirectHit	CDD133045|100-284:2.25e-09|DirectHit	CDD433372|94-357:1.54e-57|DirectHit	CDD425738|99-282:7e-07|Rescued1	CDD132997|100-230:0.0003|Rescued1	CDD133061|92-360:1e-08|Rescued1	CDD133056|101-364:8.88e-17|DirectHit	CDD133035|100-354:1.5e-08|Rescued1	CDD224137|99-429:2.4e-06|Rescued1	CDD433365|197-432:6.06e-09|DirectHit
8	4.D.1.1.8-P72520:417	CDD224136|56-416:2.99e-31|DirectHit	CDD133045|57-228:4.48e-19|DirectHit	CDD433372|56-291:6.65e-21|DirectHit	CDD425738|56-228:5.11e-10|DirectHit	CDD132997|57-176:4.78e-07|DirectHit	CDD133061|123-291:9.96e-09|DirectHit	CDD133056|56-295:8.97e-101|DirectHit	CDD133035|57-291:1.26e-08|DirectHit	CDD224137|46-356:9.9e-19|Rescued1	CDD433365|141-327:3.97e-07|DirectHit
9	4.D.1.1.9-Q52463:494	CDD224136|42-403:5.01e-05|DirectHit	CDD133045|93-281:7.1e-24|Rescued1	CDD433372|87-343:4.55e-55|DirectHit	CDD425738|96-267:1.2e-05|Rescued1	CDD132997|107-218:0.00042|Rescued1	CDD133061|58-341:7.2e-07|Rescued1	CDD133056|107-346:3.92e-09|DirectHit	CDD133035|107-340:9.5e-08|Rescued1	CDD224137|94-409:9.6e-06|Rescued1	CDD433365|183-404:2.48e-22|DirectHit
10	4.D.1.1.10-Q92839:578	CDD224136|58-437:4.16e-25|DirectHit	CDD133045|213-319:2.82e-22|DirectHit	CDD433372|95-380:1.59e-12|DirectHit	CDD425738|99-319:1.4e-68|Rescued1	CDD132997|152-319:0.00014|Rescued1	CDD133061|90-378:8.92e-12|DirectHit	CDD133056|96-386:1.43e-75|DirectHit	CDD133035|152-381:2.9e-18|Rescued1	CDD224137|225-403:5.87e-06|DirectHit	CDD433365|237-436:1.28e-06|DirectHit
11	4.D.1.1.11-Q47536:398	CDD224136|4-363:6.74e-46|DirectHit	CDD133045|35-211:3.15e-27|DirectHit	CDD433372|35-225:2.04e-10|DirectHit	CDD425738|33-200:4.55e-29|DirectHit	CDD132997|34-152:2.58e-21|DirectHit	CDD133061|12-125:5.85e-14|DirectHit	CDD133056|34-240:1.97e-11|DirectHit	CDD133035|35-126:5.95e-06|DirectHit	CDD224137|34-234:3.45e-11|DirectHit	CDD433365|113-312:3.46e-04|DirectHit
