# CDD411123:  DirectHits:  9    Rescued Proteins:  3    Prots with Domain in 4.H.1:  12 (85.7% from a total of 14)
# CDD223469:  DirectHits:  12    Rescued Proteins:  0    Prots with Domain in 4.H.1:  12 (85.7% from a total of 14)
# CDD225451:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 4.H.1:  9 (64.3% from a total of 14)
# CDD427452:  DirectHits:  10    Rescued Proteins:  2    Prots with Domain in 4.H.1:  12 (85.7% from a total of 14)
# CDD430930:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 4.H.1:  9 (64.3% from a total of 14)
1	4.H.1.1.1-D1QCY9:840	CDD223469|1-296:4.03e-33|DirectHit	CDD427452|12-289:3.26e-12|DirectHit	CDD411123|11-839:0.0|DirectHit	CDD225451|314-840:0.0|DirectHit	CDD430930|528-820:2.30e-82|DirectHit
2	4.H.1.1.2-D1F3T8:872	CDD223469|19-325:1.15e-41|DirectHit	CDD427452|33-315:6.43e-07|DirectHit	CDD411123|27-864:0.0|DirectHit	CDD225451|336-872:0.0|DirectHit	CDD430930|558-845:4.07e-88|DirectHit
3	4.H.1.1.3-E5Y3Y1:537	CDD223469|18-311:2.79e-19|DirectHit	CDD427452|12-299:2.4e-34|Rescued1	CDD411123|12-529:1.4e-55|Rescued1	CDD225451|Nohit	CDD430930|Nohit
4	4.H.1.1.4-WP_085537946:850	CDD223469|1-295:3.25e-25|DirectHit	CDD427452|8-292:2.48e-11|DirectHit	CDD411123|8-847:0.0|DirectHit	CDD225451|314-846:1.08e-146|DirectHit	CDD430930|536-828:1.24e-106|DirectHit
5	4.H.1.1.5-WP_106451403:878	CDD223469|35-301:1.77e-27|DirectHit	CDD427452|33-326:3.1e-22|Rescued1	CDD411123|30-870:0.0|DirectHit	CDD225451|343-878:0.0|DirectHit	CDD430930|562-850:4.71e-103|DirectHit
6	4.H.1.1.6-Q3M879:556	CDD223469|Nohit	CDD427452|Nohit	CDD411123|4-545:9.18e-159|DirectHit	CDD225451|14-545:3.18e-126|DirectHit	CDD430930|231-526:7.34e-101|DirectHit
7	4.H.1.1.7-WP_101456069:893	CDD223469|Nohit	CDD427452|Nohit	CDD411123|387-839:1.43e-30|DirectHit	CDD225451|330-845:2.73e-60|DirectHit	CDD430930|518-829:1.61e-84|DirectHit
8	4.H.1.1.8-KZU99864:867	CDD223469|13-302:3.77e-20|DirectHit	CDD427452|18-297:6.55e-09|DirectHit	CDD411123|16-848:0.0|DirectHit	CDD225451|313-848:2.69e-114|DirectHit	CDD430930|536-830:3.89e-98|DirectHit
9	4.H.1.1.9-WP_051595943:848	CDD223469|20-302:8.07e-25|DirectHit	CDD427452|20-291:3.03e-05|DirectHit	CDD411123|18-840:0.0|DirectHit	CDD225451|315-848:5.30e-162|DirectHit	CDD430930|526-821:4.12e-104|DirectHit
10	4.H.1.1.10-RIJ99294:850	CDD223469|34-307:1.67e-31|DirectHit	CDD427452|35-290:8.73e-08|DirectHit	CDD411123|23-839:0.0|DirectHit	CDD225451|313-847:0.0|DirectHit	CDD430930|529-822:7.66e-111|DirectHit
11	4.H.1.2.1-O53781:795	CDD223469|485-783:4.08e-12|DirectHit	CDD427452|492-782:8.31e-17|DirectHit	CDD411123|Nohit	CDD225451|Nohit	CDD430930|Nohit
12	4.H.1.2.2-WP_046728225:305	CDD223469|31-296:6.24e-08|DirectHit	CDD427452|10-292:2.31e-09|DirectHit	CDD411123|63-305:1.5e-06|Rescued2	CDD225451|Nohit	CDD430930|Nohit
13	4.H.1.2.3-WP_083289127:835	CDD223469|544-825:1.20e-19|DirectHit	CDD427452|541-822:1.84e-23|DirectHit	CDD411123|532-832:0.0021|Rescued2	CDD225451|Nohit	CDD430930|Nohit
14	4.H.1.2.4-VDG77260:1068	CDD223469|765-1067:1.02e-11|DirectHit	CDD427452|775-1055:3.99e-18|DirectHit	CDD411123|Nohit	CDD225451|Nohit	CDD430930|Nohit
