# CDD214574:  DirectHits:  5    Rescued Proteins:  0    Prots with Domain in 2.D.1:  5 (50.0% from a total of 10)
# CDD395117:  DirectHits:  5    Rescued Proteins:  0    Prots with Domain in 2.D.1:  5 (50.0% from a total of 10)
# CDD275388:  DirectHits:  5    Rescued Proteins:  0    Prots with Domain in 2.D.1:  5 (50.0% from a total of 10)
# CDD426145:  DirectHits:  9    Rescued Proteins:  0    Prots with Domain in 2.D.1:  9 (90.0% from a total of 10)
1	2.D.1.1.1-Q9H0X9:879	CDD426145|374-717:1.37e-111|DirectHit	CDD395117|127-243:5.77e-09|DirectHit	CDD214574|127-243:5.95e-11|DirectHit	CDD275388|132-238:2.91e-09|DirectHit
2	2.D.1.1.2-Q9BZF1:889	CDD426145|407-753:1.67e-109|DirectHit	CDD395117|149-265:1.84e-08|DirectHit	CDD214574|149-265:4.08e-11|DirectHit	CDD275388|151-260:5.51e-09|DirectHit
3	2.D.1.1.3-Q02201:448	CDD426145|53-393:9.18e-105|DirectHit	CDD395117|Nohit	CDD214574|Nohit	CDD275388|Nohit
4	2.D.1.1.4-P38755:437	CDD426145|53-393:4.22e-110|DirectHit	CDD395117|Nohit	CDD214574|Nohit	CDD275388|Nohit
5	2.D.1.1.5-Q9SVZ9:386	CDD426145|38-364:1.92e-45|DirectHit	CDD395117|Nohit	CDD214574|Nohit	CDD275388|Nohit
6	2.D.1.1.6-N4TIW3:983	CDD426145|603-967:1.19e-156|DirectHit	CDD395117|215-304:4.96e-08|DirectHit	CDD214574|215-304:5.43e-08|DirectHit	CDD275388|215-299:1.25e-05|DirectHit
7	2.D.1.1.7-L8HG03:432	CDD426145|19-289:4.45e-28|DirectHit	CDD395117|Nohit	CDD214574|Nohit	CDD275388|Nohit
8	2.D.1.1.8-A0BM91:881	CDD426145|560-881:4.17e-28|DirectHit	CDD395117|Nohit	CDD214574|Nohit	CDD275388|Nohit
9	2.D.1.1.9-Q9VC05:784	CDD426145|399-773:1.86e-174|DirectHit	CDD395117|15-107:4.78e-15|DirectHit	CDD214574|15-107:4.72e-18|DirectHit	CDD275388|17-102:5.86e-18|DirectHit
10	2.D.1.1.10-Q9Y5P4:624	CDD426145|Nohit	CDD395117|24-114:6.86e-13|DirectHit	CDD214574|24-115:5.32e-16|DirectHit	CDD275388|26-112:5.28e-18|DirectHit
